,título_original,genero,subgenero,colocação,título_brasileiro,distribuidora,renda,publico,salas_abertura,estreia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,0-10,11-20,21-30,31-40,41-50,51-60,61-70,71-80,81-90,91-100
342,World War Z,Action,Drama,18,Guerra Mundial Z,Paramount,33174000,2584510,759,2013-06-28,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,14,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,7,0,7,8,0,10,0,0,0,0,8,0,0,7,7,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,7,7,0,0,0,0,0,7,0,0,10,0,14,7,0,0,0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,19,0,0,0,0,0,9,0,0,7,0,0,0,0,9,0,13,13,13,100,39,47,10,33,21,34,8,23,39,23,27,16,7,7,9,13,0,13,6,6,14,18,28,13,10,13,17,7,28,20,7,10,10,14,11,19,10,13,0,11,30,23,10,0,20,39,8,11,19,141,25,8,5,1,0,0,0,0,1
343,Vai que dá certo,Comedy,Placeholder,19,Vai que dá certo,Imagem,29048700,2751599,450,2013-03-22,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,3,0,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,5,3,3,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,3,0,9,3,3,3,0,0,0,5,0,0,7,5,0,4,4,0,0,0,3,0,0,0,9,0,0,0,3,4,0,0,3,3,3,0,4,6,12,13,7,11,9,8,20,19,44,46,43,66,42,69,45,36,44,48,100,69,86,36,162,5,0,2,7,0,3,0,1,1
344,Cloudy with a Chance of Meatballs 2,Animation,Family,20,Tá chovendo hambúrguer 2,Sony,28572100,2477408,658,2013-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,23,0,0,32,0,0,0,24,24,26,0,48,0,23,70,46,49,47,100,71,46,24,24,38,69,52,23,23,90,58,36,48,49,71,23,0,47,25,79,65,70,23,0,24,51,33,32,23,0,23,0,25,32,33,0,23,24,25,33,127,0,24,9,8,3,5,3,1,1
345,Percy Jackson & the Olympians: The Sea of Monsters,Adventure,Family,21,Percy Jackson e o mar dos monstros,Fox,26445900,2146756,586,2013-08-16,0,0,0,0,0,0,0,0,0,69,39,74,38,0,52,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,34,68,0,0,0,33,0,0,0,36,0,0,0,0,0,0,38,0,0,49,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,49,33,32,0,0,0,44,44,0,0,0,0,0,0,0,32,0,0,32,0,0,0,33,0,32,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,35,0,48,0,0,32,0,100,0,0,0,0,0,31,0,0,43,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,65,0,0,45,0,0,0,0,0,147,0,0,19,9,1,3,1,0,1
346,"Oz, The Great and Powerful",Fantasy,Adventure,22,"Oz, mágico e poderoso",Disney,26413700,2068639,732,2013-08-03,65,64,66,69,71,0,94,67,0,100,0,0,0,98,0,0,0,67,0,92,0,0,0,0,0,72,0,96,0,0,68,67,0,93,0,68,0,68,0,0,91,98,0,66,0,0,0,0,0,0,68,69,68,0,0,0,68,0,0,0,70,0,95,67,0,0,0,0,88,0,0,0,0,0,0,87,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,87,0,0,0,0,69,0,87,0,0,0,0,0,0,0,0,0,0,0,70,95,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,63,0,65,0,88,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,62,0,0,0,0,81,0,0,0,63,0,0,0,0,0,0,0,0,68,0,135,0,0,0,0,0,26,2,7,11
347,Elysium,Science Fiction,Action,23,Elysium,Sony,20116800,1748007,396,2013-09-20,6,9,6,4,0,0,3,7,4,6,3,6,0,3,4,0,3,3,5,7,4,14,0,0,12,3,7,7,0,12,7,0,8,0,3,8,0,9,4,9,3,3,4,4,3,3,4,6,5,8,4,3,3,3,3,6,4,8,3,8,6,4,0,4,4,0,4,0,0,3,4,5,8,4,3,3,3,8,12,3,0,9,3,3,4,4,3,3,0,0,3,4,4,3,6,9,4,9,4,0,3,5,5,3,0,5,4,7,0,8,3,9,4,7,0,3,6,0,8,4,8,5,8,3,11,81,32,15,14,53,100,58,42,36,33,26,9,3,10,10,13,11,5,4,5,4,0,14,4,3,5,13,5,3,14,7,4,5,4,4,4,9,14,5,4,3,7,4,9,6,3,8,4,7,3,7,5,4,8,0,5,159,13,1,3,1,2,0,0,1,1
348,Life of Pi,Adventure,Drama,39,AS AVENTURAS DE PI *,Fox,11008966,817179,404,2012-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,2
349,Life of Pi,Adventure,Drama,39,AS AVENTURAS DE PI *,Fox,11008966,817179,404,2012-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,2
350,Somos tão jovens,Drama,Music,26,Somos tão jovens,Imagem/Fox,18283134,1723923,550,2013-03-05,14,16,0,10,0,17,0,25,0,10,21,10,11,14,13,19,13,20,16,28,19,44,10,10,10,10,16,0,14,20,0,0,20,0,0,21,10,10,15,16,13,0,0,10,20,10,10,16,27,0,0,10,14,13,11,0,14,10,10,10,20,10,13,13,0,0,10,10,11,27,14,30,20,10,10,11,14,44,30,15,10,15,16,0,29,20,21,0,11,0,15,17,15,29,11,34,0,15,16,16,19,11,10,16,0,14,40,14,16,14,17,19,28,14,14,9,19,25,13,28,9,9,14,9,0,13,58,24,18,15,16,10,26,13,33,14,10,23,21,0,16,23,14,16,25,0,13,33,10,24,9,13,49,18,13,14,14,14,37,13,24,31,22,85,98,99,57,100,71,55,41,23,39,28,42,36,41,44,41,27,41,55,75,26,8,9,3,0,1,1,3
351,Crô,Comedy,Placeholder,27,Crô,Donwtown/Paris,17976800,1643544,460,2013-11-29,0,0,41,0,42,0,0,59,43,42,0,42,0,56,0,0,0,0,0,0,0,0,0,41,85,0,60,0,0,84,41,0,41,0,0,0,0,0,0,42,0,0,0,0,0,0,0,45,55,60,42,0,40,41,42,0,0,0,59,40,62,0,56,0,39,39,0,0,62,52,54,77,0,0,39,0,0,0,38,0,0,0,52,0,0,38,0,39,0,81,52,0,0,0,41,51,0,0,0,0,40,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,40,0,0,0,39,0,0,0,0,0,0,0,81,42,0,46,0,0,0,0,0,89,45,57,0,0,0,0,40,0,0,57,38,0,0,0,0,0,0,0,0,0,38,40,0,0,0,37,37,0,0,0,51,0,0,37,0,39,100,0,0,0,0,38,41,117,0,0,22,18,15,2,1,5,1
352,Gravity,Science Fiction,Thriller,28,Gravidade,Warner,17929300,1109412,212,2013-11-10,70,28,42,17,46,69,52,23,37,47,52,41,52,35,35,44,47,47,41,29,44,47,33,31,32,47,32,31,26,29,46,31,36,33,41,47,36,40,45,48,44,37,35,24,47,35,47,50,43,53,37,61,45,47,40,62,55,53,51,47,71,49,43,62,66,59,46,72,49,59,70,51,68,47,54,67,69,66,53,79,67,100,70,48,68,80,49,51,44,31,57,66,46,58,62,68,56,42,46,77,75,78,73,81,79,75,62,69,46,75,37,54,81,72,94,53,56,52,54,68,69,51,74,42,45,47,73,54,68,69,45,62,44,64,56,66,66,54,55,44,76,78,63,65,69,52,55,79,70,48,45,63,66,41,65,90,61,56,70,51,62,73,59,76,73,77,71,24,66,54,68,62,55,37,16,62,46,53,48,57,45,0,2,7,21,48,35,41,22,3,2
353,The Conjuring,Horror,Thriller,29,Invocação do mal,Warner,17434200,1623335,391,2013-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,66,0,0,0,0,0,0,66,67,0,89,0,63,0,64,0,0,85,0,62,0,0,0,167,0,0,0,0,0,8,3,2,1
354,A Good Day to Die Hard,Action,Thriller,30,Duro de matar: Um bom dia para morrer,Fox,17327300,1539559,550,2013-02-22,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,12,7,0,0,0,9,0,0,6,6,6,0,0,0,0,0,0,0,8,8,0,0,0,12,0,0,8,0,5,0,0,0,0,0,6,0,0,6,0,8,19,8,9,13,23,18,15,28,29,9,29,23,42,100,78,34,41,34,23,29,73,61,11,17,27,17,43,29,57,14,13,21,14,31,39,36,16,27,27,14,17,36,44,24,13,22,9,34,43,28,11,8,19,8,6,29,37,11,8,11,126,21,16,8,5,1,1,2,0,1
355,Grown-Ups 2,Comedy,Placeholder,31,Gente grande 2,Sony,17074700,1581341,243,2013-08-16,5,0,2,0,0,0,2,3,0,2,2,2,0,2,0,2,2,2,2,2,0,2,2,4,3,9,2,2,2,0,0,3,0,2,2,2,0,2,2,4,5,0,0,3,2,3,4,3,3,0,2,3,2,3,0,2,8,2,2,3,3,3,4,4,3,2,2,2,0,7,0,3,3,6,6,2,8,5,3,2,4,4,7,2,4,3,3,4,3,4,11,7,3,4,2,2,2,4,3,2,2,4,11,8,16,3,2,2,0,3,4,9,9,4,6,2,6,5,7,12,6,5,3,3,5,3,9,5,3,4,6,5,10,6,7,7,9,4,7,10,12,10,5,14,8,7,18,19,16,11,5,10,16,17,15,14,11,14,13,17,7,14,17,14,6,10,14,17,23,10,29,36,49,41,65,100,66,61,78,76,83,146,23,2,1,2,0,3,2,1,1
356,Epic,Animation,Adventure,32,Reino escondido,Fox,16761600,1381538,601,2013-05-17,2,0,0,0,0,0,0,2,2,4,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,0,0,2,0,2,2,0,2,4,5,4,2,2,2,2,2,7,2,1,0,2,2,2,3,0,0,3,0,2,8,2,5,0,2,0,2,4,3,3,2,0,3,5,4,2,4,4,6,8,6,5,7,5,4,3,8,9,17,15,14,15,19,22,53,72,100,44,36,37,37,44,62,73,36,40,36,88,60,51,51,28,19,15,21,20,35,34,20,24,12,13,15,22,31,10,11,15,10,12,15,22,10,12,10,9,6,22,14,12,9,11,5,10,10,19,8,5,9,4,5,13,8,7,10,7,7,5,7,18,5,7,8,7,7,14,13,9,4,5,11,7,9,128,26,7,9,2,4,1,2,1,1
357,Silver Linings Playbook,Drama,Comedy,33,O lado bom da vida,Paris,16183900,1343642,186,2013-01-02,99,61,42,31,54,95,100,97,45,37,42,30,35,72,72,36,24,29,30,33,77,86,49,28,30,38,35,49,68,33,31,34,38,34,50,40,28,32,65,34,36,55,54,43,21,13,19,31,37,45,21,18,31,22,24,44,45,21,24,24,20,20,43,55,22,17,17,48,32,49,47,22,27,20,15,26,34,48,21,22,30,21,32,62,84,34,18,21,17,34,53,69,38,31,21,20,33,47,59,22,30,31,38,19,58,59,35,29,33,17,29,47,44,24,27,26,27,28,42,44,18,19,36,26,31,41,42,21,28,18,27,26,44,44,19,13,16,13,20,30,42,22,20,21,18,24,39,53,29,14,26,14,21,39,54,18,19,22,24,20,25,53,28,23,20,24,19,38,31,21,18,14,16,17,16,28,13,21,20,9,19,1,39,54,37,25,11,5,3,2,4
358,Now You See Me,Thriller,Crime,34,Truque de mestre,Paris,16027000,1328610,318,2013-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,73,0,0,82,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,54,0,0,0,0,52,0,0,0,54,67,72,0,0,0,0,0,0,0,51,51,0,0,53,0,68,50,0,100,52,0,0,0,51,0,0,0,0,162,0,0,0,1,9,3,4,1,1
359,Faroeste caboclo,Crime,Drama,35,Faroeste caboclo,Europa,16025298,1524867,464,2013-05-30,61,47,50,41,56,59,30,71,45,54,40,40,46,57,59,46,43,31,36,51,68,64,31,52,49,33,58,56,69,24,41,43,44,56,80,83,65,45,60,44,59,76,82,48,35,40,38,44,56,75,47,46,63,52,51,54,78,32,57,39,52,54,49,55,38,38,52,41,62,43,61,41,38,51,21,76,44,70,50,49,42,39,50,47,54,44,40,43,29,65,100,64,33,46,47,42,37,72,36,44,42,48,48,40,60,64,48,50,51,47,63,49,48,51,51,40,57,41,51,56,40,44,46,40,46,59,67,50,41,45,32,65,47,59,37,50,32,36,47,64,44,43,58,41,72,62,67,67,31,47,59,41,47,48,53,50,33,61,43,51,49,48,45,29,37,47,42,49,62,33,42,37,43,35,84,76,33,47,46,66,55,0,0,5,34,70,37,22,9,3,1
360,Pacific Rim,Action,Science Fiction,36,Círculo de fogo,Warner,14789500,1159973,538,2013-09-08,0,0,0,0,28,0,0,0,29,0,39,0,27,0,28,0,37,76,27,0,27,0,30,0,39,0,27,55,53,28,35,34,0,0,27,0,0,0,0,26,26,26,26,0,35,0,25,25,51,26,0,0,54,0,25,26,27,0,35,0,25,0,0,0,27,0,36,25,25,27,33,0,36,38,0,27,0,26,0,33,0,0,0,25,26,27,0,0,26,25,26,26,0,0,0,0,0,26,0,28,36,0,0,27,27,0,30,39,0,0,100,30,44,0,38,0,42,49,0,0,27,0,0,25,25,25,0,26,34,37,0,0,0,0,26,34,71,24,73,36,37,0,0,34,24,35,24,0,0,0,0,25,0,0,25,0,36,41,35,36,27,25,25,33,0,0,25,25,25,25,31,0,36,24,24,0,25,61,33,24,0,77,0,62,29,4,4,1,3,0,1
361,Planes,Animation,Family,37,Aviões,Disney,14295700,1206518,628,2013-09-13,72,43,45,53,48,59,77,85,64,50,50,53,55,69,79,46,60,39,45,67,64,86,51,48,63,52,69,64,70,51,52,43,45,56,61,54,46,49,50,51,48,57,66,46,51,50,58,63,100,70,43,55,52,37,36,71,65,44,54,58,51,85,79,76,45,57,46,48,56,54,63,36,60,53,41,49,64,73,49,55,44,44,57,60,64,49,56,48,51,46,67,70,56,55,52,52,57,63,70,50,58,54,52,65,91,84,53,62,54,62,64,84,85,52,49,52,60,53,77,68,52,55,58,48,51,76,75,54,45,53,46,55,63,81,40,43,49,42,50,51,59,52,39,51,41,46,56,51,43,52,45,51,48,69,56,39,40,56,51,57,75,66,35,52,37,53,70,62,64,44,49,36,38,60,74,89,47,55,49,45,46,0,0,0,12,49,67,31,12,8,2
362,Django Unchained,Drama,Western,38,Django livre,Sony,14152100,1144740,194,2013-01-18,53,41,43,51,73,96,34,36,38,29,32,50,100,53,39,41,95,76,86,55,29,40,39,41,46,38,50,35,21,12,29,31,29,75,26,26,17,29,38,56,74,54,21,26,29,35,63,42,49,48,56,27,23,34,97,45,51,24,36,34,43,49,63,34,29,35,36,79,84,36,31,34,50,42,54,68,47,36,34,15,23,43,58,44,29,31,27,18,51,75,36,40,19,19,18,51,65,31,37,21,26,25,53,53,30,14,19,27,18,36,72,12,23,23,31,13,51,58,24,23,16,28,30,25,43,25,13,7,16,20,37,25,18,20,21,16,20,16,25,14,18,16,9,28,34,46,18,16,16,16,15,27,31,14,20,15,13,21,28,32,25,14,16,9,7,37,19,14,27,18,7,10,22,19,11,9,20,14,17,28,32,7,43,42,36,20,16,4,7,2,4
363,"Concurso, O",Comedy,Placeholder,39,O concurso,Downtown/Paris,14143900,1321727,355,2013-07-19,57,98,79,78,81,74,53,62,83,83,73,53,49,47,49,76,77,71,77,64,52,55,83,80,80,73,68,58,53,70,76,67,64,61,47,56,63,64,67,71,55,47,52,61,54,61,68,56,47,52,70,73,81,60,61,47,39,75,75,72,74,70,58,62,72,74,70,72,61,52,56,81,77,72,61,63,53,62,82,80,69,66,67,46,50,68,72,60,66,67,58,56,76,72,68,68,54,49,52,62,62,67,63,47,40,55,68,68,77,66,64,50,51,78,79,73,69,60,63,68,92,86,82,76,92,91,77,93,95,81,83,83,71,86,92,87,88,79,75,81,100,82,88,87,74,75,64,73,96,87,84,79,76,64,78,83,83,78,72,68,69,64,83,81,70,69,60,57,60,83,84,71,69,55,56,61,69,71,64,65,69,0,0,0,2,12,31,54,46,27,9
364,After Earth,Science Fiction,Action,40,Depois da Terra,Sony,13877200,1298473,348,2013-07-06,35,50,49,25,25,40,68,0,25,37,26,54,73,0,55,25,25,25,50,0,0,0,0,25,38,26,51,0,69,0,0,0,0,27,33,36,0,49,0,37,51,65,32,23,0,24,0,66,0,34,48,23,23,0,25,0,0,71,23,23,47,50,0,0,23,34,24,25,64,32,0,24,35,24,48,49,31,67,23,23,25,0,27,0,34,0,49,35,23,36,0,62,47,23,0,23,0,32,0,23,23,24,24,26,68,35,24,0,24,24,25,33,35,24,37,0,26,28,73,39,37,45,41,27,55,0,78,38,45,26,48,25,48,52,23,69,23,46,24,62,100,0,22,22,34,71,0,33,22,0,22,22,49,45,61,65,43,44,66,0,31,63,67,0,23,46,74,98,56,0,83,49,45,23,45,31,46,45,34,23,47,38,0,55,29,28,7,15,6,1,2
365,Turbo,Animation,Family,41,Turbo,Fox,11997400,1050719,609,2013-07-19,58,46,50,49,52,54,54,68,47,48,47,49,48,49,62,48,49,44,40,44,57,56,50,49,45,43,49,58,57,47,47,48,44,56,61,46,49,45,46,44,55,63,56,47,47,44,41,43,55,56,52,46,45,37,44,49,53,51,50,47,39,52,50,50,46,47,46,46,47,51,58,48,42,52,47,45,62,56,45,56,55,53,55,54,59,44,48,54,43,51,62,63,49,53,46,49,56,67,63,56,51,51,65,58,66,64,70,59,59,56,51,63,60,51,51,47,46,54,57,64,51,53,50,54,54,58,58,53,55,42,51,53,63,60,50,50,46,52,53,66,57,55,53,55,56,69,80,65,59,55,68,62,90,100,94,77,79,90,85,91,94,94,68,67,77,69,69,79,89,65,58,54,64,63,77,71,62,61,70,54,63,0,0,0,3,63,67,32,7,4,5
366,Jack the Giant Slayer,Action,Adventure,42,"Jack, o caçador de gigantes",Warner,11825300,942996,430,2013-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,25,0,0,0,0,0,0,0,0,0,24,23,0,24,0,30,49,24,24,0,0,24,0,0,0,0,23,0,24,0,0,0,23,0,0,24,31,31,0,0,24,0,0,100,0,47,0,23,23,24,61,31,23,0,0,35,24,0,31,0,23,0,0,0,31,48,0,0,22,0,0,30,0,23,23,28,23,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,141,0,27,7,4,0,1,0,0,1
367,Oblivion,Action,Science Fiction,43,Oblivion,Universal,11821000,1051173,479,2013-12-04,36,61,39,34,51,31,44,44,54,36,27,50,47,24,62,48,62,37,16,43,37,50,47,59,23,42,51,33,32,55,57,24,38,51,44,62,14,40,47,26,41,30,24,53,51,27,32,26,16,32,40,37,19,42,29,13,35,58,56,33,52,47,49,33,73,53,40,26,45,33,34,13,46,30,45,13,27,40,44,23,23,35,10,23,25,48,33,23,29,45,41,40,30,33,35,31,16,23,43,44,13,25,15,24,25,32,41,42,24,33,24,31,33,50,34,33,27,28,17,46,38,73,9,31,40,37,22,37,35,30,33,26,48,39,39,40,31,38,34,19,31,32,36,15,18,36,34,32,58,70,21,21,12,29,47,62,100,77,46,52,47,86,56,50,48,29,39,41,54,76,67,76,48,57,63,43,64,26,64,89,50,2,15,36,54,38,18,10,5,2,1
368,Mato sem cachorro,Comedy,Placeholder,44,Mato sem cachorro,Imagem,11596400,1155828,377,2013-04-10,9,0,0,0,0,0,0,0,11,0,21,0,10,10,0,0,0,0,18,9,9,0,0,0,13,0,0,9,0,10,14,0,9,9,0,0,20,0,14,0,0,100,57,39,0,0,0,18,11,16,11,14,62,0,36,20,10,15,26,14,9,9,9,18,10,0,54,0,0,0,9,10,0,13,0,18,9,0,19,12,43,13,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,19,12,0,0,0,9,0,0,0,12,9,0,9,13,9,11,12,9,9,0,9,9,11,12,0,0,0,9,18,0,11,8,8,0,9,9,0,23,0,8,17,0,18,0,13,0,8,0,0,0,11,12,8,0,8,26,9,0,11,0,8,8,9,0,0,0,17,0,8,9,0,0,23,25,17,10,0,9,11,12,8,8,128,40,6,2,1,2,1,0,0,1
369,Free Birds,Animation,Comedy,46,Bons de bico,Imagem,10644300,945300,425,2013-08-11,35,0,0,36,90,0,0,0,69,0,0,0,0,0,35,35,0,0,50,52,35,0,0,35,0,46,0,0,0,35,35,0,44,0,0,0,0,0,0,0,0,35,0,34,0,0,0,71,52,0,43,0,0,90,47,52,0,36,0,0,48,0,0,0,34,0,0,0,0,0,33,0,0,70,0,69,33,0,0,42,0,0,45,0,33,0,34,36,0,47,0,0,0,0,36,0,0,34,0,34,0,0,0,0,0,33,34,0,36,0,0,66,0,0,0,0,95,0,35,0,0,0,37,0,100,68,34,35,35,0,0,49,0,0,86,36,0,48,0,35,0,34,35,0,0,72,0,34,0,34,70,0,0,0,33,0,0,36,44,0,34,33,33,0,0,44,0,33,0,0,0,72,46,46,0,32,0,34,37,48,0,105,0,0,43,16,3,6,3,3,2
370,The Internship,Comedy,Placeholder,47,Os estagiários,Fox,10290200,903202,214,2013-08-30,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,11,0,0,8,0,9,0,0,0,8,0,0,0,0,0,0,0,8,8,0,11,0,0,0,10,0,0,11,11,0,0,0,0,0,0,12,13,8,8,16,17,16,34,0,16,8,8,0,10,16,0,0,0,0,0,0,11,0,0,0,0,9,0,11,8,8,0,8,0,11,17,8,0,0,8,8,0,0,0,0,8,8,13,11,12,8,0,8,8,0,0,23,8,0,0,0,0,0,0,0,8,0,0,9,22,0,8,0,8,8,0,11,12,12,20,0,8,17,22,12,8,24,12,8,0,32,17,8,27,8,8,13,21,22,20,20,12,0,8,21,28,20,8,53,49,51,88,100,60,50,63,52,61,91,92,40,27,28,20,42,120,33,12,3,3,4,2,0,1,3
371,A Haunted House,Comedy,Horror,48,Inatividade paranormal,Playarte,9920240,922456,276,2013-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,0,15,0,0,18,0,0,0,0,16,0,36,0,19,20,26,21,9,0,9,18,10,100,47,67,27,9,19,38,166,7,3,2,1,0,1,0,0,1
372,Lincoln,History,Drama,49,Lincoln,Fox,9901290,797233,151,2013-01-25,57,37,36,34,42,64,87,100,58,56,45,40,40,60,66,40,42,38,35,36,45,73,56,63,45,30,32,46,52,31,44,37,36,40,65,74,92,46,45,35,38,50,53,37,27,19,28,24,34,51,25,24,20,23,23,27,38,24,23,19,20,22,31,37,17,16,22,20,29,32,35,20,21,17,16,16,23,27,21,19,17,16,17,21,30,18,15,16,15,16,19,26,16,20,14,15,13,17,19,17,12,21,15,18,21,28,16,17,19,17,18,28,29,17,21,18,15,17,26,30,18,15,18,18,17,19,25,19,16,17,25,21,26,27,12,12,13,13,15,15,19,16,14,17,15,13,24,20,13,14,13,17,18,15,24,17,16,12,14,14,20,22,12,15,16,13,16,20,24,23,18,15,14,17,21,67,36,21,17,26,20,0,87,42,24,10,8,5,2,1,2
